,Желаемая вакансия,Желаемая зарплата,Пол,Возраст,Местонахождения,Общий стаж,Работодатели,Ключевые навыки,Образование,Знание языков
145,Менеджер по продажам услуг,120 000 руб.,Мужчина,31 год,ХИМКИ,Опыт работы 6 лет 10 месяцев,"['КОНЦЕПТ ООО', 'ALLEGRINI RUSSIA', 'LINDSTRÖM GROUP', 'НПП ГАРАНТ ООО', 'БИОРИТМ ООО']","['ХОЛОДНЫЕ ПРОДАЖИ', 'ХОЛОДНЫЕ ЗВОНКИ', 'ПРЯМЫЕ ПРОДАЖИ', 'B2B ПРОДАЖИ', 'АКТИВНЫЕ ПРОДАЖИ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ', 'ПЛАНИРОВАНИЕ ПРОДАЖ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'РАБОТА С ТЕКУЩЕЙ БАЗОЙ КЛИЕНТОВ', 'РАБОТА С ДЕБИТОРСКОЙ ЗАДОЛЖЕННОСТЬЮ', 'ПРОВЕДЕНИЕ ПРЕЗЕНТАЦИЙ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'РАЗВИТИЕ ПРОДАЖ', 'ПОДГОТОВКА КОММЕРЧЕСКИХ ПРЕДЛОЖЕНИЙ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'НАВЫКИ ПРОДАЖ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'КЛИЕНТООРИЕНТИРОВАННОСТЬ', 'СЕРТИФИКАЦИЯ ПРОДУКЦИИ', 'ОРИЕНТАЦИЯ НА РЕЗУЛЬТАТ', 'СЕРТИФИКАЦИЯ', 'ПРОВЕДЕНИЕ ПЕРЕГОВОРОВ С ПЕРВЫМИ ЛИЦАМИ КОМПАНИИ', 'РАЗВИТИЕ КЛЮЧЕВЫХ КЛИЕНТОВ', 'СОСТАВЛЕНИЕ ДОГОВОРОВ', 'РАБОТА С БОЛЬШИМ ОБЪЕМОМ ИНФОРМАЦИИ', 'ОРГАНИЗАЦИЯ ВСТРЕЧ', 'ТЕХНИКИ ПРОДАЖ', 'B2C ПРОДАЖИ']",['МОСКОВСКАЯ ФИНАНСОВО-ЮРИДИЧЕСКАЯ АКАДЕМИЯ'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
146,менеджер по продажам,30 000 руб.,Женщина,37 лет,ЯРОСЛАВЛЬ,Опыт работы 7 лет 3 месяца,"['ООО ""МЕБЕЛЬ ИМПЕРИАЛЪ""', 'ООО ""ТД"" АСКОНА""', 'ООО ""АЛЛЕГРО""']",['ВЛАДЕЮ 1С.'],['ПЛ-36 ( КОММЕРЧЕСКИЙ ЛИЦЕЙ )'],['РУССКИЙ']
147,Менеджер по продажам,50 000 руб.,Мужчина,26 лет,СОЧИ,Опыт работы 2 года 5 месяцев,['АО СВЯЗНОЙ ЛОГИСТИКА'],"['1C: ФИНАНСЫ', '1С-РАРУС']",['КОЛЛЕДЖ ПРИ БГПУ ИМ М. АКМУЛЛЫ'],['ТАТАРСКИЙ']
148,Менеджер по продажам,30 000 руб.,Мужчина,32 года,ТЮМЕНЬ,Опыт работы 7 лет 9 месяцев,"['HTV', 'ООО ""РЕГИОН-СЕРВИС""', 'ООО ""УК ""МОСТ""']","['ПОЛЬЗОВАТЕЛЬ ПК', 'ДОКУМЕНТАЛЬНОЕ СОПРОВОЖДЕНИЕ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'ГРАМОТНАЯ РЕЧЬ', 'РАБОТА В КОМАНДЕ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'РАБОТА С ОРГТЕХНИКОЙ', 'ХОЛОДНЫЕ ПРОДАЖИ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ']","['ТЮМЕНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, ТЮМЕНЬ']",['РУССКИЙ']
149,менеджер по продажам,45 000 руб.,Мужчина,36 лет,УЛЬЯНОВСК,Опыт работы 7 лет 6 месяцев,"['ДИСТРИБЬЮТОР ООО""ЗЕОН"" КОМПАНИЯ""HEINEKEN""(ПИВНАЯ ПРОДУКЦИЯ)']","['ПОЛЬЗОВАТЕЛЬ ПК С СОПРОВОЖДАЮЩИМИ ПРОГРАММАМИ.УВЕРЕННЫЙ ПОЛЬЗОВАТЕЛЬ ПРОГРАММ:JEANS,ST-МОБ.ТОРГОВЛЯ.', 'ПРЯМЫЕ ПРОДАЖИ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'ГРАМОТНАЯ РЕЧЬ', 'УПРАВЛЕНИЕ ВРЕМЕНЕМ', 'ОРГАНИЗАТОРСКИЕ НАВЫКИ']",['УЛЬЯНОВСКИЙ ГОС.ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ И.Н.УЛЬЯНОВА'],"['РУССКИЙ', 'НЕМЕЦКИЙ']"
150,Менеджер по продажам автозапчастей,45 000 руб.,Мужчина,23 года,МОСКВА,Опыт работы 1 год 3 месяца,['ООО «КОНТУРС-СДМ»'],"['КОНСУЛЬТИРОВАНИЕ КЛИЕНТОВ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'РАБОТА С ВОЗРАЖЕНИЯМИ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'ВХОДЯЩИЕ ЗВОНКИ', 'ИСХОДЯЩИЕ ЗВОНКИ', 'COMPASS 3D', 'НАВЫКИ ПРОДАЖ', '1C', 'ЗНАНИЕ УСТРОЙСТВА АВТОМОБИЛЯ']","['МОСКОВСКИЙ АВТОМОБИЛЬНО-ДОРОЖНЫЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ, МОСКВА', 'МОСКОВСКИЙ АВТОМОБИЛЬНО-ДОРОЖНЫЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ, МОСКВА']",['РУССКИЙ']
151,Менеджер по продажам,65 000 руб.,Мужчина,28 лет,МУРИНО,Опыт работы 5 лет 8 месяцев,"['ИП ', 'ООО «ЭКСТРИМ""']","['MS OFFICE', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ПОИСК ИНФОРМАЦИИ В ИНТЕРНЕТ', 'ПРОДАЖИ ЧЕРЕЗ ИНТЕРНЕТ', 'БЕЗАВАРИЙНОЕ ВОЖДЕНИЕ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'ОБЩАЯ ПСИХОЛОГИЯ', 'УПРАВЛЕНИЕ ПЕРСОНАЛОМ']","['ВЛАДИВОСТОКСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ЭКОНОМИКИ И СЕРВИСА, ВЛАДИВОСТОК']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
152,Менеджер по продажам,1 500 EUR,Мужчина,24 года,МОСКВА,Опыт работы 5 лет 1 месяц,"['ЕВРАЗИЯ-МОТОРС', 'CAFÉ BERLIN, EUSKIRCHEN, NORDRHEIN-WESTFALEN, DEUTSCHLAND', 'FLEX GYM']","['УПРАВЛЕНИЕ КОМАНДОЙ', 'ОБУЧЕНИЕ ПЕРСОНАЛА', 'КОНТРОЛЬ КАЧЕСТВА', 'УРЕГУЛИРОВАНИЕ КОНФЛИКТОВ', 'УПРАВЛЕНИЕ ПРОДАЖАМИ', 'ВНУТРЕННЯЯ ЛОГИСТИКА', 'ФИНАНСОВЫЙ КОНТРОЛЬ', 'ОРГАНИЗАЦИЯ И ОБЕСПЕЧЕНИЕ ПРОЦЕССА ПРОДАЖ ПРЕДПРИЯТИЯ', 'ЛИЧНЫЕ ПРОДАЖИ', 'АКТИВНЫЕ ПРОДАЖИ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'ОРГАНИЗАТОРСКИЕ НАВЫКИ', 'НАВЫКИ ВЕДЕНИЯ ПЕРЕГОВОРОВ С VIP-КЛИЕНТАМИ', 'ВЫСОКАЯ РАБОТОСПОСОБНОСТЬ', 'ДИПЛОМАТИЧНОСТЬ', 'УМЕНИЕ МОБИЛИЗОВАТЬСЯ В СТРЕССОВОЙ СИТУАЦИИ']","['СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА, ОМСК', 'СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ФИЗИЧЕСКОЙ КУЛЬТУРЫ И СПОРТА, ОМСК', 'ОМСКИЙ ГОСУДАРСТВЕННЫЙ АГРАРНЫЙ УНИВЕРСИТЕТ ИМ. П.А. СТОЛЫПИНА, ОМСК', 'ТЕХНИКИ ПРОДАЖ']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'НЕМЕЦКИЙ']"
153,Менеджер по продажам автозапчастей,45 000 руб.,Мужчина,23 года,МОСКВА,Опыт работы 1 год 3 месяца,['ООО «КОНТУРС-СДМ»'],"['КОНСУЛЬТИРОВАНИЕ КЛИЕНТОВ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'РАБОТА С ВОЗРАЖЕНИЯМИ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'ВХОДЯЩИЕ ЗВОНКИ', 'ИСХОДЯЩИЕ ЗВОНКИ', 'COMPASS 3D', 'НАВЫКИ ПРОДАЖ', '1C', 'ЗНАНИЕ УСТРОЙСТВА АВТОМОБИЛЯ']","['МОСКОВСКИЙ АВТОМОБИЛЬНО-ДОРОЖНЫЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ, МОСКВА', 'МОСКОВСКИЙ АВТОМОБИЛЬНО-ДОРОЖНЫЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ, МОСКВА']",['РУССКИЙ']
154,менеджер по продаже автозапчастей,50 000 руб.,Мужчина,34 года,КОРОЛЕВ,Опыт работы 7 лет,"['YULSUN', 'FRENCH-AVTO (ИП ВИНОКУРОВ)', 'ООО ""КОЛОРИСТИКА""', 'ООО «ПРО СЕРВИС VAG»', 'ОАО ОЗЦ «МЕТАЛЛИСТ»']","['ВОЖДЕНИЕ АВТОМОБИЛЕЙ ПРЕДСТАВИТЕЛЬСКОГО КЛАССА', 'ЗНАНИЕ УСТРОЙСТВА АВТОМОБИЛЯ', 'БЕЗАВАРИЙНОЕ ВОЖДЕНИЕ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'КОНСУЛЬТИРОВАНИЕ', 'ПРИЕМ И РАСПРЕДЕЛЕНИЕ ТЕЛЕФОННЫХ ЗВОНКОВ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'РАБОТА В КОМАНДЕ', 'УМЕНИЕ РАБОТАТЬ В КОМАНДЕ', 'АКТИВНЫЕ ПРОДАЖИ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'НАВЫКИ ПРОДАЖ', 'ЗАКУПКА ТОВАРОВ И УСЛУГ', 'КОНСУЛЬТИРОВАНИЕ КЛИЕНТОВ']","['МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ЛЕСА, МЫТИЩИ', 'ККМТ']","['РУССКИЙ', 'АНГЛИЙСКИЙ', 'НЕМЕЦКИЙ']"
155,Менеджер по продажам ,35 000 руб.,Мужчина,,КРАСНОДАР,Опыт работы 4 года 1 месяц,"['ООО «БЕСТВЕЙ-ЮГ» ', 'ИП « УЗУНОВ П.С""', 'ООО «САС""']","['ГРАМОТНАЯ РЕЧЬ', 'УМЕНИЕ РАБОТАТЬ В РЕЖИМЕ МНОГОЗАДАЧНОСТЬ', 'РАБОТАТЬ С БОЛЬШИМ ОБЪЕМОМ ИНФОРМАЦИИ', 'ОПЫТНЫЙ ПОЛЬЗОВАТЕЛЬ ПК, ЗНАЧЕНИЕ MS OFFICE']","['МАЙКОПСКОЙ ГОСУДАРСТВЕННЫЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ ', 'КОЛЛЕДЖ ПРАВА, ЭКОНОМИКИ И УПРАВЛЕНИЯ ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
156,Менеджер по продажам услуг,35 000 руб.,Мужчина,24 года,КРАСНОЯРСК,Опыт работы 1 год 8 месяцев,['СВЯЗНОЙ'],['АКТИВНЫЕ ПРОДАЖИ'],"['СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ АЭРОКОСМИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. АКАДЕМИКА М. Ф. РЕШЕТНЕВА, КРАСНОЯРСК']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
157,Менеджер по продажам услуг,50 000 руб.,Мужчина,25 лет,КРАСНОДАР,Опыт работы 5 лет 5 месяцев,"['ЮРИДИЧЕСКАЯ КОМПАНИЯ', 'ЦЕНТРАЛЬНОЕ АГЕНТСТВО НЕДВИЖИМОСТИ', 'ЮРИДИЧЕСКАЯ ПАЛАТА']","['БЫСТРО ОБУЧАЕМЫЙ', 'МНОГО ДЕНЕГ', 'РАБОТАТЬ МНОГО']",['ПГУ'],['РУССКИЙ']
158,Менеджер по продажам,100 000 руб.,Мужчина,,МОСКВА,Опыт работы 3 года 4 месяца,"['ЦББТ', 'АНО ДПО «ТЕХНО-КОНСАЛТ""', 'ДЕРЕВО РЕШЕНИЙ', 'СКБ КОНТУР']","['ХОЛОДНЫЕ ЗВОНКИ', 'ХОЛОДНЫЕ ПРОДАЖИ', 'B2B ПРОДАЖИ', 'MS OUTLOOK', '1С-БИТРИКС', 'ВЕДЕНИЕ АКТИВНЫХ КЛИЕНТОВ', 'ВЕДЕНИЕ ОТЧЕТНОСТИ', 'MS WORD', 'MS EXCEL', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'ВЕДЕНИЕ ПЕРЕПИСКИ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'АКТИВНЫЕ ПРОДАЖИ', 'ВЕДЕНИЕ КЛИЕНТСКОЙ БАЗЫ', 'ЗАКЛЮЧЕНИЕ ДОГОВОРОВ']","['САНКТ-ПЕТЕРБУРГСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ, МЕХАНИКИ И ОПТИКИ, САНКТ-ПЕТЕРБУРГ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
159,Менеджер по продажам,40 000 руб.,Женщина,43 года,БАЛАБАНОВО,Опыт работы 10 лет 9 месяцев,"['ПОЛИМЕР', 'ООО ""ОТК""', 'ООО ""РАДИАНТ""', 'ООО ""БК ""ПРОМСЕРВИС""']","['B2B ПРОДАЖИ', 'ПОДГОТОВКА КОММЕРЧЕСКИХ ПРЕДЛОЖЕНИЙ', 'СОСТАВЛЕНИЕ ДОГОВОРОВ', 'ВЕДЕНИЕ ПЕРЕГОВОРОВ', 'ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'РАБОТА С ПОСТАВЩИКАМИ', 'ДОКУМЕНТАЛЬНОЕ СОПРОВОЖДЕНИЕ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'РАБОТА НА ВЫСТАВКАХ', 'АНАЛИЗ ДАННЫХ', 'ДЕЛОВАЯ ПЕРЕПИСКА', 'ПОДГОТОВКА КОНКУРСНОЙ ДОКУМЕНТАЦИИ ДЛЯ УЧАСТИЯ В ЭЛЕКТРОННЫХ ТОРГАХ', 'РАБОТА С ЭЦП', 'РАБОТА В 1С 8.2', 'КОММЕРЧЕСКАЯ ЛОГИСТИКА', 'БАЗЫ ДАННЫХ', 'MS OUTLOOK', 'МОНИТОРИНГ ЦЕН', 'СОГЛАСОВАНИЕ ДОГОВОРОВ', 'НАВЫКИ МЕЖЛИЧНОСТНОГО ОБЩЕНИЯ']","['МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОТКРЫТЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ, МОСКВА', '«ЭТАПЫ ПРОВЕДЕНИЯ «В2В»', '«КАК ПРОКАЧАТЬ ПРОДАЖИ»', '«ЗАКУПКИ У ЕДИНСТВЕННОГО ПОСТАВЩИКА»', '«ЗАЛОГ УСПЕХА МЕНЕДЖЕРА»', '«РЕГИСТРАЦИЯ В ЕИС»', '«ОТКРЫТАЯ КОНСУЛЬТАЦИЯ ПО ДЕЛОВЫМ ПЕРЕГОВОРАМ»', '«ДОРОЖНАЯ КАРТА СПЕЦИАЛИСТА ПО ЗАКУПКАМ. 223-ФЗ: ОТ ПРОСТОГО К СЛОЖНОМУ»', 'ВЕБИНАР ЭТП ГПБ', 'СЕМИНАР КАЛУЖСКАЯ ТПП', '2-Я ОНЛАЙН-КОНФЕРЕНЦИЯ «ЭЛЕКТРОННЫЕ ЗАКУПКИ 2019»', 'ОБЩИЙ КУРС АНГЛИЙСКОГО ЯЗЫКА (УРОВЕНЬ ELEMENTARY)', 'ЭФФЕКТИВНЫЕ ИНТЕРНЕТ-ПРОДАЖИ (ПАРТИЗАНСКИЙ МАРКЕТИНГ)', '""РАЗВИТИЕ КОМПЕТЕНЦИЙ И ПОВЫШЕНИЕ КАЧЕСТВА ПРОДУКЦИИ МСП КАЛУЖСКОЙ ОБЛАСТИ В СФЕРЕ ПРОИЗВОДСТВА КОМПОЗИТНЫХ МАТЕРИАЛОВ""', '""РАЗРАБОТКА ЭКСПОРТНО-ОРИЕНТИРОВАННОЙ СТРАТЕГИИ ПРЕДПРИЯТИЯ: СТРАТЕГИЯ РАБОТЫ НА ВНЕШНЕМ РЫНКЕ""', '""КРЕАТИВНЫЙ БИЗНЕС: КРЕАТИВНОСТЬ КАК ТЕХНОЛОГИЯ""']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
160,Менеджер по продажам и проектам,80 000 руб.,Мужчина,32 года,РОСТОВ-НА-ДОНУ,Опыт работы 6 лет 8 месяцев,"['ООО ""А ГРУПП""', 'ГРАНИТОГРЕС & ЛУЧИДО', 'ЕВРАЗ МЕТАЛЛ ИНПРОМ, ОАО', 'ГК РОСТПЛАСТ', 'ЗАО ""МЕТАЛЛОКОМПЛЕКТ-М"" ОП РОСТОВ', 'ИП БЫСТРИЦКИЙ']",,"['ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, РОСТОВ-НА-ДОНУ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
161,менеджер по продажам,55 000 руб.,Мужчина,42 года,МОСКВА,Опыт работы 15 лет 11 месяцев,"['ЧАСТНЫЙ СПЕЦИАЛИСТ', 'ООО САЛРУС', 'ООО ВЫСТАВКА МОБИЛЬНОЙ СВЯЗИ (ТД ЕВРОСЕТЬ)']",,"['СТРОИТЕЛЬНОЕ УЧИЛИЩЕ №73', 'ШКОЛА ТЕЛЕВИДЕНИЯ', 'ОБСЛУЖИВАНИЕ ПРЕДПРИЯТИЙ ТОРГОВЛИ,БАНКОВСКОЕ ДЕЛО', 'ЦЕНТР КОМПЬЮТЕРНОГО ОБУЧЕНИЯ ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
162,Менеджер по продажам,60 000 руб.,Мужчина,28 лет,МОСКВА,Опыт работы 3 года 10 месяцев,"['ООО ЭКСКЛЮЗИВ', 'JS SERVISE']","['ДЕЛОВОЕ ОБЩЕНИЕ', 'РАБОТА С ПОСТАВЩИКАМИ', 'ЗНАНИЕ УСТРОЙСТВА АВТОМОБИЛЯ', 'УРЕГУЛИРОВАНИЕ КОНФЛИКТОВ', 'ТОЧНОСТЬ И ВНИМАТЕЛЬНОСТЬ К ДЕТАЛЯМ', 'ПРОДАЖИ ЗАПЧАСТЕЙ ДЛЯ ИНОСТРАННЫХ АВТОМОБИЛЕЙ', 'МАТЕРИАЛЬНАЯ ОТВЕСТВЕННОСТЬ', '1С: БУХГАЛТЕРИЯ И СКЛАД', '1С: ДОКУМЕНТООБОРОТ', 'КОНСУЛЬТИРОВАНИЕ КЛИЕНТОВ ПО ТЕЛЕФОНУ']","['КОЛЛЕДЖ АРХИТЕКТУРЫ, ДИЗАЙНА РЕИНЖИНИРИНГА №26 МОСКВА', 'ТРАНКЗАКТНЫЙ АНАЛИЗ']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
163,Менеджер по продажам,25 000 руб.,Мужчина,34 года,ТЮМЕНЬ,Опыт работы 12 лет 11 месяцев,"['ООО ЭЛЬДОРАДО', 'ООО ТЕХНОСИЛА', 'ООО НОРД', 'ЗАО БЕТАЛИНК', 'ООО ЕВРОСЕТЬ']","['☑ОТВЕТСТВЕННОСТЬ', '☑ПУНКТУАЛЬНОСТЬ', '☑ОГРОМНОЕ ЖЕЛАНИЕ РАБОТАТЬ И ЗАРАБАТЫВАТЬ.', 'РАБОТА В КОМАНДЕ', 'ПОЛЬЗОВАТЕЛЬ ПК']","['ТЮМЕНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ, ТЮМЕНЬ', 'ПРОФЕССИОНАЛЬНОЕ УЧИЛИЩЕ ПУ-7', 'ПРОФЕССИОНАЛЬНЫЙ ЛИЦЕЙ 8']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
164,Менеджер по продажам автозапчастей,70 000 руб.,Мужчина,30 лет,ТОМИЛИНО,Опыт работы 8 лет 4 месяца,"['ООО АВТОЛАВКА AUTODOC.RU', 'ИП МОРОЗОВ', 'ООО ""ИЗНЕКСТ-АВТО"" ISNEXT.RU (БЫВШИЙ ООО ""ЭКСИСТ-М"")', 'ООО ""ЭКСИСТ-М""  EXIST.RU', 'ООО ""ЭКСИСТ-М"" , EXIST.RU', 'ООО СТАФФ ЭНТЕРПРАЙЗ']","['ПРОДАЖИ ЗАПЧАСТЕЙ ДЛЯ ИНОСТРАННЫХ АВТОМОБИЛЕЙ', 'ПРОДАЖИ ЗАПЧАСТЕЙ ДЛЯ РОССИЙСКИХ АВТОМОБИЛЕЙ', 'ПРОДАЖИ ФИЗИЧЕСКИМ ЛИЦАМ', 'ПРОДАЖИ ЮРИДИЧЕСКИМ ЛИЦАМ']",['МГУТУ ИМ. К. Г. РАЗУМОВСКОГО'],['РУССКИЙ']
165,Менеджер по продажам ,50 000 руб.,Мужчина,31 год,КРАСНОЯРСК,Опыт работы 8 лет 7 месяцев,"['УЗГО', 'МАНГО ТЕЛЕКОМ', 'РУЦТЕЛ', 'СЛЕТАТЬ.RU', 'МЕГАФОН']",,"['ВОСТОЧНО-СИБИРСКИЙ ИНСТИТУТ ТУРИЗМА (ФИЛИАЛ) РОССИЙСКОЙ МЕЖДУНАРОДНОЙ АКАДЕМИИ ТУРИЗМА, КРАСНОЯРСК']",['РУССКИЙ']
166,Менеджер по продажам,90 000 руб.,Мужчина,26 лет,МОСКВА,Опыт работы 1 год 9 месяцев,"['АЛКОГОЛЬНАЯ СИБИРСКАЯ ГРУППА, ООО']","['ПРОВЕДЕНИЕ ПЕРЕГОВОРОВ', 'CRM', 'НАВЫКИ ПРОДАЖ', 'ОРИЕНТАЦИЯ НА РЕЗУЛЬТАТ', 'ПОИСК И ПРИВЛЕЧЕНИЕ КЛИЕНТОВ', 'РАБОТА С ДЕБИТОРСКОЙ ЗАДОЛЖЕННОСТЬЮ', 'ВОДИТЕЛЬСКОЕ УДОСТОВЕРЕНИЕ КАТЕГОРИИ B', 'НАВЫКИ ПЕРЕГОВОРОВ', 'ОРИЕНТАЦИЯ НА КЛИЕНТА', 'КЛИЕНТООРИЕНТИРОВАННОСТЬ', 'MS WORD']",['ГГТУ'],['РУССКИЙ']
167,Менеджер по продажам,70 000 руб.,Мужчина,41 год,КОЛОМНА,Опыт работы 15 лет 6 месяцев,"['ООО ПК ЦАРЬ-ГРАД', 'ДИАСКАН']",,"['МИКХИС', 'КОЛОМЕНСКИЙ ИНДУСТРИАЛЬНО-ПЕДАГОГИЧЕСКИЙ КОЛЛЕДЖ']",['РУССКИЙ']
168,Менеджер по продажам автозапчастей .,35 000 руб.,Мужчина,29 лет,ВОРОНЕЖ,Опыт работы 4 года 5 месяцев,"['АВТОСЕРВИС', 'АВТОРЫНОК', 'ЗОЛОТАЯ МАНУФАКТУРА', 'ЭДЕЛЬВЕЙС']",,['ПРОФ ЛИЦЕЙ'],"['РУССКИЙ', 'АНГЛИЙСКИЙ']"
169,Менеджер по продаже недвижимости ( рассматриваю только Застройщиков ) ,40 000 руб.,Мужчина,30 лет,ЧЕЛЯБИНСК,Опыт работы 4 года 10 месяцев,"['ООО ФСК ЗАПАДНЫЙ ЛУЧ ', 'АО ЮУ КЖСИ', 'ООО ПКО ЧЕЛСИ']","['СОПРОВОЖДЕНИЕ СДЕЛОК', 'ДОКУМЕНТАЛЬНОЕ СОПРОВОЖДЕНИЕ', 'НАВЫКИ ПРОДАЖ', 'КОНСУЛЬТАТИВНЫЕ ПРОДАЖИ', 'СОПРОВОЖДЕНИЕ КЛИЕНТОВ', 'ОПЫТ ПРОДАЖ', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ТОЧНОСТЬ И ВНИМАТЕЛЬНОСТЬ К ДЕТАЛЯМ', 'РАБОТА В КОМАНДЕ', 'ТЕЛЕФОННЫЕ ПЕРЕГОВОРЫ', 'ГРАМОТНАЯ РЕЧЬ']",['ЗЛАТОУСТОВСКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОЛЛЕДЖ'],['РУССКИЙ']
170,Менеджер по продажам,200 000 руб.,Мужчина,30 лет,МОСКВА,Опыт работы 10 лет 2 месяца,['НЕ УКАЗАНО'],,"['МОСКОВСКИЙ ИНСТИТУТ ИНЖЕНЕРОВ ТРАНСПОРТА, МОСКВА']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
171,Менеджер по продажам,65 000 руб.,Мужчина,28 лет,МУРИНО,Опыт работы 5 лет 8 месяцев,"['ИП ', 'ООО «ЭКСТРИМ""']","['MS OFFICE', 'ПОЛЬЗОВАТЕЛЬ ПК', 'ПОИСК ИНФОРМАЦИИ В ИНТЕРНЕТ', 'ПРОДАЖИ ЧЕРЕЗ ИНТЕРНЕТ', 'БЕЗАВАРИЙНОЕ ВОЖДЕНИЕ', 'ДЕЛОВОЕ ОБЩЕНИЕ', 'ОБЩАЯ ПСИХОЛОГИЯ', 'УПРАВЛЕНИЕ ПЕРСОНАЛОМ']","['ВЛАДИВОСТОКСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ЭКОНОМИКИ И СЕРВИСА, ВЛАДИВОСТОК']","['РУССКИЙ', 'АНГЛИЙСКИЙ']"
